,DOI,date-time,timestamp
50,10.1089/dia.2020.0161,2020-04-17T22:52:20Z,1587163940000
51,10.1016/j.pedn.2020.04.013,2020-04-16T13:27:41Z,1587043661000
52,10.1089/tmj.2020.0084,2020-04-16T20:31:41Z,1587069101000
53,10.1164/rccm.202004-1037cp,2020-04-16T17:00:38Z,1587056438000
54,10.2196/preprints.18980,2020-03-31T15:37:09Z,1585669029000
55,10.1016/j.amjoto.2020.102490,2020-04-15T23:23:35Z,1586993015000
56,10.1097/jcma.0000000000000325,2020-04-18T16:08:20Z,1587226100000
57,10.1016/j.dsx.2020.04.012,2020-04-14T14:56:15Z,1586876175000
58,10.5811/westjem.2020.4.47372,2020-04-15T18:40:27Z,1586976027000
59,10.5435/jaaos-d-20-00380,2020-04-14T23:23:30Z,1586906610000
60,10.1111/jrh.12446,2020-04-13T17:36:11Z,1586799371000
61,10.1111/jrh.12449,2020-04-13T17:35:20Z,1586799320000
62,10.1177/2055207620920083,2020-04-11T13:59:57Z,1586613597000
63,10.1111/jrh.12435,2020-04-11T12:27:21Z,1586608041000
64,10.1002/hep.31276,2020-04-10T17:15:04Z,1586538904000
65,10.24869/psyd.2020.25,2020-04-15T10:54:56Z,1586948096000
66,10.1055/s-0040-1709715,2020-04-08T23:24:28Z,1586388268000
67,10.2196/preprints.17791,2020-05-05T15:17:13Z,1588691833000
68,10.1016/j.jsurg.2020.03.020,2020-04-09T05:03:56Z,1586408636000
69,10.1093/jamia/ocaa051,2020-04-07T11:08:59Z,1586257739000
70,10.2196/preprints.18936,2020-03-29T18:00:52Z,1585504852000
71,10.1136/bmj.m1373,2020-04-06T20:04:25Z,1586203465000
72,10.3390/s20072033,2020-04-07T07:58:39Z,1586246319000
73,10.1002/alr.22577,2020-04-03T16:59:16Z,1585933156000
74,10.1017/dmp.2020.69,2020-04-03T02:56:16Z,1585882576000
75,10.1056/nejmp2005835,2020-04-02T21:01:18Z,1585861278000
76,10.1093/jamia/ocaa048,2020-04-01T03:37:30Z,1585712250000
77,10.2196/18810,2020-04-02T13:45:12Z,1585835112000
78,10.3332/ecancer.2020.ed97,2020-04-01T09:36:56Z,1585733816000
79,10.3390/diagnostics10040198,2020-04-01T19:37:21Z,1585769841000
80,10.2196/preprints.18717,2020-04-01T13:00:36Z,1585746036000
81,10.1016/j.jhin.2020.03.027,2020-03-31T23:05:11Z,1585695911000
82,10.1016/j.jpainsymman.2020.03.019,2020-03-31T06:05:16Z,1585634716000
83,10.1101/2020.03.08.20032946,2020-03-12T23:55:13Z,1584057313000
84,10.3201/eid2607.200574,2020-03-31T13:43:57Z,1585662237000
85,10.3390/ijerph17072309,2020-03-31T14:29:38Z,1585664978000
86,10.1038/s41591-020-0832-5,2020-03-27T10:02:51Z,1585303371000
87,10.1038/s41591-020-0824-5,2020-03-27T10:02:51Z,1585303371000
88,10.1007/s11845-020-02215-5,2020-03-27T03:03:50Z,1585278230000
89,10.2196/18848,2020-03-26T14:45:36Z,1585233936000
90,10.1093/jamia/ocaa037,2020-03-19T12:13:25Z,1584620005000
91,10.1001/jama.2020.3151,2020-03-03T17:07:43Z,1583255263000
92,10.1136/bmj.m764,2020-03-02T16:35:14Z,1583166914000
